data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
,,#event+code,,#date+occurred,#date+year,,#event+type,,#group+name+first,#group+name+first+assoc,,#group+name+second,#group+name+second+assoc,,,#region+name,#country+name,#adm1+name,#adm2+name,#adm3+name,#loc+name,#geo+lat,#geo+lon,,#meta+source,,#description,#affected+killed,,#country+code
5079615,8,ALB208,208,12/14/2018,2018,1,Protests,Peaceful protest,Protesters (Albania),Farmers (Albania); Labour Group (Albania),6,,,0,60,Europe,Albania,Korce,Devoll,,Bilisht,40.6275,20.99,1,Albanian Daily News,National,"On Dec. 14, 2018: Hundreds of citizens, farmers, and small business representatives protested in Devoll by blocking the main axis linking Korce and Bilisht. The protesters demanded lower fuel prices and support for small farmers in the area.",0,1553853269,ALB
5079616,8,ALB209,209,12/14/2018,2018,1,Protests,Peaceful protest,Protesters (Albania),Students (Albania),6,,,0,60,Europe,Albania,Lezhe,Lezhe,,Lezhe,41.7836,19.6436,2,Albanian Daily News,National,"On Dec. 14, 2018: University students in Lezhe marched from their city to Tirana protesting and demanding lower tuition fees, more investment in public education, better campus facilities, and more rigorous vetting of professors.",0,1553853269,ALB
5079617,8,ALB210,210,12/14/2018,2018,1,Protests,Peaceful protest,Protesters (Albania),,6,,,0,60,Europe,Albania,Shkoder,Shkoder,,Shkoder,42.0675,19.5131,1,Albanian Daily News,National,"On Dec. 14, 2018: Citizens protested in Shkoder against bad econimic conditions, high taxes and fuel prices.",0,1553853269,ALB
7000516,8,ALB212,212,12/14/2018,2018,1,Riots,Violent demonstration,Rioters (Albania),Students (Albania),5,Police Forces of Albania (2013-),,1,15,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,Albanian Daily News; NOA,National,"On Dec. 14, 2018: Albanian university students demonstrated in front of the Prime Minister's office in Tirana demanding lower tuition fees, more investment in public education, better campus facilities. and more rigorous vetting of professors. Demonstrators clashed with police as the latter did not allow the wood and gas cans, which students had brought to use as heating during the evening demonstration. No injuries were reported.",0,1585075529,ALB
5535276,8,ALB199,199,12/13/2018,2018,1,Protests,Peaceful protest,Protesters (Albania),Students (Albania),6,,,0,60,Europe,Albania,Berat,Berat,,Berat,40.7,19.9498,1,Radio and Televizioni Shqiptar; Albanian Daily News,National,"On Dec. 13, 2018: University and high school students protested on the main square in Berat, demanding lower tuition fees, more investment in public education, better campus facilities, and more rigorous vetting of professors.",0,1561483030,ALB
5079607,8,ALB200,200,12/13/2018,2018,1,Protests,Peaceful protest,Protesters (Albania),Students (Albania),6,,,0,60,Europe,Albania,Durres,Durres,,Durres,41.3231,19.4414,1,Albanian Daily News,National,"On Dec. 13, 2018: University students protested in Durres demanding lower tuition fees, more investment in public education, better campus facilities, and more rigorous vetting of professors.",0,1553853269,ALB
5079608,8,ALB201,201,12/13/2018,2018,1,Protests,Peaceful protest,Protesters (Albania),Students (Albania),6,,,0,60,Europe,Albania,Elbasan,Elbasan,,Elbasan,41.1125,20.0822,1,Albanian Daily News,National,"On Dec. 13, 2018: University students walked from their university to the city center of Elbasan protesting and demanding lower tuition fees, more investment in public education, better campus facilities, and more rigorous vetting of professors.",0,1553853269,ALB
5079609,8,ALB202,202,12/13/2018,2018,1,Protests,Peaceful protest,Protesters (Albania),Labour Group (Albania),6,,,0,60,Europe,Albania,Fier,Fier,,Fier,40.7239,19.5561,2,Radio and Televizioni Shqiptar,National,"On Dec. 13, 2018: Workers from the Fier Bypass company and around 75 families, who had not been compensated for the agricultural lands they had sold for the company, blocked the Fier-Sem road. The workers protested not being paid their salaries.",0,1553853269,ALB
5079611,8,ALB204,204,12/13/2018,2018,1,Protests,Peaceful protest,Protesters (Albania),Students (Albania),6,,,0,60,Europe,Albania,Shkoder,Shkoder,,Shkoder,42.0675,19.5131,1,Albanian Daily News,National,"On Dec. 13, 2018: University students protested on the main square in Shkoder, demanding lower tuition fees, more investment in public education, better campus facilities, and more rigorous vetting of professors.",0,1553853269,ALB
5079612,8,ALB205,205,12/13/2018,2018,1,Protests,Peaceful protest,Protesters (Albania),Students (Albania),6,,,0,60,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,Albanian Daily News,National,"On Dec. 13, 2018: University students protested in front of the Prime Minister's office in Tirana demanding lower tuition fees and more investment in public education. The students disregarded Prime Minister Edi Rama's invitation to discuss the matter and continued demonstrating.",0,1553853269,ALB
5079613,8,ALB206,206,12/13/2018,2018,1,Protests,Peaceful protest,Protesters (Albania),PD: Democratic Party of Albania,6,,,0,60,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,Albanian Daily News,National,"On Dec. 13, 2018: Residents of Bregu i Lumit neighborhood protested by blocking the road and sought compensation for their demolished houses due to the Big Ring construction project. A member of the Democratic Party said they would guarantee that citizens would get proper compensation by the state.",0,1553853269,ALB
5079614,8,ALB207,207,12/13/2018,2018,1,Protests,Peaceful protest,Protesters (Albania),PD: Democratic Party of Albania,6,,,0,60,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,Albanian Daily News,National,"On Dec. 13, 2018: Members of the opposition Democratic Parliament threw papers from the new law for high education at Prime Minister Edi Rama after they had finished their speeches in Parliament. The democrats had boycotted parliamentary sessions that season, but returned to protest the new law.",0,1553853269,ALB
7224527,8,ALB203,203,12/13/2018,2018,1,Protests,Peaceful protest,Protesters (Albania),Students (Albania),6,,,0,60,Europe,Albania,Korce,Korce,,Korce,40.6186,20.7808,1,Albanian Daily News,National,"On Dec. 13, 2018: University and high school students marched to the city center in Korce protesting and demanding lower tuition fees, more investment in public education, better campus facilities and more rigorous vetting of professors.",0,1600200016,ALB
5535275,8,ALB197,197,12/12/2018,2018,1,Protests,Peaceful protest,Protesters (Albania),Students (Albania),6,,,0,60,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,Radio and Televizioni Shqiptar; Albanian Daily News,National,"On Dec. 12, 2018: University students protested in front of the Ministry of Education in Tirana demanding lower tuition fees, more investment in public education, better campus facilities, and more rigorous vetting of professors. The protesters threw eggs at the building.",0,1561483030,ALB
5079597,8,ALB190,190,12/12/2018,2018,1,Protests,Peaceful protest,Protesters (Albania),Labour Group (Albania),6,,,0,60,Europe,Albania,Diber,Bulqize,,Bulqize,41.5044,20.2189,2,Albanian Daily News,National,"On Dec. 12, 2018: Miners from Bulqize protested and sought improvement of their working status, including more safety measures, and threatened to start a hunger strike if the government would not fulfil their demands.",0,1553853269,ALB
5079598,8,ALB191,191,12/12/2018,2018,1,Protests,Peaceful protest,Protesters (Albania),Students (Albania),6,,,0,60,Europe,Albania,Elbasan,Elbasan,,Elbasan,41.1125,20.0822,1,Albanian Daily News,National,"On Dec. 12, 2018: University students marched to the main boulevard in Elbasan protesting and demanding lower tuition fees, more investment in public education, better campus facilities, and more rigorous vetting of professors.",0,1553853269,ALB
5079599,8,ALB192,192,12/12/2018,2018,1,Protests,Peaceful protest,Protesters (Albania),,6,,,0,60,Europe,Albania,Durres,Kruje,,Fushe-Kruje,41.4783,19.7178,1,Albanian Daily News,National,"On Dec. 12, 2018: Residents of Fushe-Kruje blocked the road connecting Milot and Tirana as a protest against high fuel prices.",0,1553853269,ALB
5079600,8,ALB193,193,12/12/2018,2018,1,Protests,Peaceful protest,Protesters (Albania),Students (Albania),6,,,0,60,Europe,Albania,Korce,Korce,,Korce,40.6186,20.7808,1,Albanian Daily News,National,"On Dec. 12, 2018: University and high school students gathered at the Republika boulevard in Korce, protesting and demanding lower tuition fees, more investment in public education, better campus facilities, and more rigorous vetting of professors.",0,1553853269,ALB
5079601,8,ALB194,194,12/12/2018,2018,1,Protests,Peaceful protest,Protesters (Albania),,6,,,0,60,Europe,Albania,Fier,Lushnje,,Lushnje,40.9419,19.705,1,Albanian Daily News,National,"On Dec. 12, 2018: Residents of Lushnje protested against high fuel prices, high taxes and utilities.",0,1553853269,ALB
5079602,8,ALB195,195,12/12/2018,2018,1,Protests,Peaceful protest,Protesters (Albania),,6,,,0,60,Europe,Albania,Shkoder,Shkoder,,Shkoder,42.0675,19.5131,1,Albanian Daily News,National,"On Dec. 12, 2018: Residents of Shkoder blocked all incoming streets to the city as a protest against high fuel prices.",0,1553853269,ALB
5079603,8,ALB196,196,12/12/2018,2018,1,Protests,Peaceful protest,Protesters (Albania),Students (Albania),6,,,0,60,Europe,Albania,Vlore,Vlore,,Vlore,40.4667,19.4897,1,Albanian Daily News,National,"On Dec. 12, 2018: University students gathered in front of their university in Vlore, protesting and demanding lower tuition fees, more investment in public education, better campus facilities, and more rigorous vetting of professors.",0,1553853269,ALB
5079605,8,ALB198,198,12/12/2018,2018,1,Protests,Peaceful protest,Protesters (Albania),,6,,,0,60,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,Albanian Daily News,National,"On Dec. 12, 2018: Residents of the Astir neighborhood protested for a 39th consecitive day by blocking the road and denouncing the Big Ring construction project as a result of a corruption affair.",0,1553853269,ALB
5079583,8,ALB176,176,12/11/2018,2018,1,Protests,Peaceful protest,Protesters (Albania),Students (Albania),6,,,0,60,Europe,Albania,Durres,Durres,,Durres,41.3231,19.4414,3,Albanian Daily News,National,"On Dec. 11, 2018: University students protested in Durres demanding lower tuition fees, more investment in public education, better campus facilities, and more rigorous vetting of professors.",0,1553853269,ALB
5079585,8,ALB178,178,12/11/2018,2018,1,Protests,Peaceful protest,Protesters (Albania),Students (Albania),6,,,0,60,Europe,Albania,Gjirokaster,Gjirokaster,,Gjirokaster,40.0758,20.1389,1,Albanian Daily News,National,"On Dec. 11, 2018: University students protested in the main street of Gjirokaster, demanding lower tuition fees, more investment in public education, better campus facilities, and more rigorous vetting of professors.",0,1553853269,ALB
5079587,8,ALB180,180,12/11/2018,2018,1,Protests,Peaceful protest,Protesters (Albania),,6,,,0,60,Europe,Albania,Lezhe,Kurbin,,Lac,41.6356,19.7131,2,Albanian Daily News,National,"On Dec. 11, 2018: Citizens protested in Kurbin against the Nation's toll road.",0,1553853269,ALB
5079588,8,ALB181,181,12/11/2018,2018,1,Protests,Peaceful protest,Protesters (Albania),,6,,,0,60,Europe,Albania,Lezhe,Lezhe,,Lezhe,41.7836,19.6436,2,Albanian Daily News,National,"On Dec. 11, 2018: Citizens protested in Lezhe against high fuel prices.",0,1553853269,ALB
5079589,8,ALB182,182,12/11/2018,2018,1,Protests,Peaceful protest,Protesters (Albania),,6,,,0,60,Europe,Albania,Diber,Diber,,Peshkopi,41.685,20.4289,3,Albanian Daily News,National,"On Dec. 11, 2018: Citizens blocked a road in Diber protesting against high fuel prices.",0,1553853269,ALB
5079591,8,ALB184,184,12/11/2018,2018,1,Riots,Violent demonstration,Rioters (Albania),,5,,,0,50,Europe,Albania,Shkoder,Shkoder,,Shkoder,42.0675,19.5131,2,Albanian Daily News,National,"On Dec. 11, 2018: Citizens demonstrated and burned tires on a road in Shkoder discontent with high fuel prices and not being compensated for a recent flood.",0,1553853269,ALB
5079592,8,ALB185,185,12/11/2018,2018,1,Protests,Peaceful protest,Protesters (Albania),Students (Albania),6,,,0,60,Europe,Albania,Vlore,Vlore,,Vlore,40.4667,19.4897,3,Albanian Daily News,National,"On Dec. 11, 2018: University students protested in Vlore, demanding lower tuition fees, more investment in public education, better campus facilities, and more rigorous vetting of professors.",0,1553853269,ALB
5079593,8,ALB186,186,12/11/2018,2018,1,Protests,Peaceful protest,Protesters (Albania),,6,,,0,60,Europe,Albania,Korce,Korce,,Korce,40.6186,20.7808,2,Albanian Daily News,National,"On Dec. 11, 2018: Citizens protested in Korce saying that the government had not supported farmers enough.",0,1553853269,ALB
5079594,8,ALB187,187,12/11/2018,2018,1,Protests,Peaceful protest,Protesters (Albania),Students (Albania),6,,,0,60,Europe,Albania,Korce,Korce,,Korce,40.6186,20.7808,1,Albanian Daily News,National,"On Dec. 11, 2018: University and high school students marched from the University of Korce to the city center, demanding lower tuition fees, more investment in public education, better campus facilities, and more rigorous vetting of professors.",0,1553853269,ALB
5079596,8,ALB189,189,12/11/2018,2018,1,Protests,Peaceful protest,Protesters (Albania),,6,,,0,60,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,Albanian Daily News,National,"On Dec. 11, 2018: Residents of the Astir neighborhood blocked the road and wore orange vests to protest against the Big Ring construction project for 38th consecutive day.",0,1553853269,ALB
7290485,8,ALB177,177,12/11/2018,2018,1,Protests,Peaceful protest,Protesters (Albania),Students (Albania),6,,,0,60,Europe,Albania,Elbasan,Elbasan,,Elbasan,41.1125,20.0822,3,Albanian Daily News,National,"On Dec. 11, 2018: University and high school students gathered at the 'Republika' boulevard in Korce, protesting and demanding lower tuition fees, more investment in public education, better campus facilities and more rigorous vetting of professors.",0,1604423640,ALB
7290499,8,ALB183,183,12/11/2018,2018,1,Protests,Peaceful protest,Protesters (Albania),Students (Albania),6,,,0,60,Europe,Albania,Shkoder,Shkoder,,Shkoder,42.0675,19.5131,1,Albanian Daily News,National,"On Dec. 11, 2018: University students protested at the '2 Prilli' boulevard in Shkoder, demanding lower tuition fees, more investment in public education, better campus facilities, and more rigorous vetting of professors.",0,1604423641,ALB
7000515,8,ALB179,179,12/11/2018,2018,1,Strategic developments,Looting/property destruction,Police Forces of Albania (2013-),,1,Civilians (Albania),Greek Ethnic Group (Albania),7,17,Europe,Albania,Vlore,Himare,,Himare,40.1017,19.7447,1,I Avgi; Ekathimerini; Makeleio.gr,Regional,"On Dec. 11 2018, police forces of Albania tried to confiscate and demolish the homes of the ethnic Greek minority in Himare for urban regeneration with an eye on tourism, but the Greek community resisted. They claim that they are being displaced and that the Allbanian government denied them home ownership licenses.",0,1585075529,ALB
5968620,8,ALB188,188,12/11/2018,2018,1,Protests,Peaceful protest,Protesters (Albania),Students (Albania),6,,,0,60,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,Radio and Televizioni Shqiptar; Intellinews; AP; AFP,National-International,"On Dec. 11, 2018: Thousands of Albanian university students took to Tirana's streets demanding lower tuition fees and more investment in public education, better campus facilities and more rigorous vetting of professors. The students blew on vuvuzelas and hurled eggs at the Ministry of Education.",0,1568140254,ALB
5079577,8,ALB170,170,12/10/2018,2018,1,Protests,Peaceful protest,Protesters (Albania),,6,,,0,60,Europe,Albania,Lezhe,Lezhe,,Lezhe,41.7836,19.6436,2,Albanian Daily News,National,"On Dec. 10, 2018: Dozens of citizens protested in Lezhe against the high fuel prices, wearing yellow vests, following the example of the current demonstrators in France.",0,1553853269,ALB
5079578,8,ALB171,171,12/10/2018,2018,1,Protests,Peaceful protest,Protesters (Albania),,6,,,0,60,Europe,Albania,Shkoder,Shkoder,,Shkoder,42.0675,19.5131,2,Albanian Daily News,National,"On Dec. 10, 2018: Dozens of citizens protested in Shkoder against the high fuel prices.",0,1553853269,ALB
5079579,8,ALB172,172,12/10/2018,2018,1,Protests,Peaceful protest,Protesters (Albania),,6,,,0,60,Europe,Albania,Tirana,Kavaje,,Kavaje,41.1856,19.5569,2,Albanian Daily News,National,"On Dec. 10, 2018: Albanian citizens blocked the Kavaje-Rrogozhine road axis in protest against the high fuel prices.",0,1553853269,ALB
5079580,8,ALB173,173,12/10/2018,2018,1,Protests,Peaceful protest,Protesters (Albania),PD: Democratic Party of Albania,6,,,0,60,Europe,Albania,Tirana,Kavaje,,Kavaje,41.1856,19.5569,2,Albanian Daily News,National,"On Dec. 10, 2018: Residents of the Bregu i Lumit neighborhood in Tirana protested against the demolition of their houses, needed for the Big Ring construction. Members of the opposition Democratic Party were present and pressured Prime Minister Edi Rama to take action or his days in government would be over.",0,1553853269,ALB
5079582,8,ALB175,175,12/10/2018,2018,1,Protests,Peaceful protest,Protesters (Albania),,6,,,0,60,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,Albanian Daily News,National,"On Dec. 10, 2018: Residents of the Astir neighborhood in Tirana protested against the Big Ring construction project and demanded full compensation for the needed demolishing of their houses. The protesters held shovels and interrupted the construction works by blocking the site.",0,1553853269,ALB
7289076,8,ALB174,174,12/10/2018,2018,1,Protests,Peaceful protest,Protesters (Albania),Students (Albania),6,,,0,60,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,Intellinews; Tirana Times; Albanian Daily News,National-International,"On Dec. 10, 2018: Albanian university students protested in Tirana demanding lower tuition fees and more investment in public education. The students gathered in front of the education ministry with books in their hands as a form of protest against Prime Minister Edi Rama, who called them 'Students who failed'.",0,1604423633,ALB
5535272,8,ALB169,169,12/9/2018,2018,1,Protests,Peaceful protest,Protesters (Albania),Students (Albania),6,,,0,60,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,Radio and Televizioni Shqiptar; Albanian Daily News,National,"On Dec. 9, 2018: Albanian students from public universities protested in Tirana, urging the government to halve tuition fees and take other educational reforms. Students forced a lecturer who tried to speak out of their protest, accusing him of not taking their interests into account.",0,1561483030,ALB
5079575,8,ALB168,168,12/8/2018,2018,1,Protests,Peaceful protest,Protesters (Albania),,6,,,0,60,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,Albanian Daily News,National,"On Dec. 8, 2018: Residents of the Bregu I Lumit neighborhood in Tirana protested by blocking a road and complaining that their apartments would be affected by the Big Ring construction project.",0,1553853269,ALB
5535271,8,ALB167,167,12/8/2018,2018,1,Protests,Peaceful protest,Protesters (Albania),Students (Albania),6,,,0,60,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,NOA; Albanian Daily News; AP,National-International,"On Dec. 8, 2018: Students from public universities blocked a main street in front of the Education Ministry protesting against the high education system and demanding student fees to be cut in half. Residents from the Astir neighborhood, affected by the Big Ring construction, attempted to join them, but the students did not allow them. Police set up a cordon to avoid potential clashes.",0,1561483030,ALB
7000514,8,ALB166,166,12/8/2018,2018,1,Protests,Peaceful protest,Protesters (Albania),Albanian Ethnic Group (Albania); Police Forces of Albania (2013-),6,Protesters (Greece),Greek Ethnic Group (Greece); Police Forces of Greece (2015-2019),6,66,Europe,Albania,Gjirokaster,Dropull,,Dropull i Siperm,39.8833,20.3,3,Ekathimerini; Makeleio.gr; To Pontiki; To Vima; Greek Reporter,Regional-International,"On Dec.8 2018, there were tensions at the Greek-Albanian border of Kakavia between Greek and Albanian citizens. A group of 98 Greek citizens was trying to cross the border in order to attend the memorial service of Konstantine Katsifas, a Greek ethnic man that was killed in late October in a gunbattle with Albanian Police in South Albania. Albanian authorities tried to deter them with strict checks at the border. At the same time, Albanian citizens formed a human chain in a symbolic protest against a bus with Greek citizens intending to travel to Bularat, the village where Katsifas was killed. In return, the Greek group tried to form a chain to stop Albanian buses from entering Greece but Greek authorities pushed them back. Among the Greeks denied entry to Albania was the personal guard of a New Democracy MP that was carrying his firearm without the necessary license and was subsequently arrested.",0,1585075529,ALB
7460049,8,ALB165,165,12/8/2018,2018,1,Protests,Peaceful protest,Protesters (Albania),,6,,,0,60,Europe,Albania,Gjirokaster,Dropull,,Bularat,39.9069,20.2937,1,To Vima,Regional,"On Dec.8 2018, in Bularat, South Albania, during the memorial service for Konstantine Katsifas, a Greek ethnic man that was killed in late October in a gunbattle with Albanian Police, Albanian nationalists demonstrated with the slogan 'Let's save Albania' in a counter-gathering as they said against Greek nationalism.",0,1610473458,ALB
5535268,8,ALB163,163,12/7/2018,2018,1,Riots,Violent demonstration,Rioters (Albania),,5,,,0,50,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,NOA; Albanian Daily News,National,"On Dec. 7, 2018: Residents of the Shkoza neighborhood in Tirana demonstrated, worried that their houses would be affected by the Big Ring construction project. The rioters blocked a road by setting garbage on fire.",0,1561483030,ALB
5933242,8,ALB161,161,12/7/2018,2018,1,Protests,Peaceful protest,Protesters (Albania),Students (Albania),6,,,0,60,Europe,Albania,Elbasan,Elbasan,,Elbasan,41.1125,20.0822,3,AFP,International,"On Dec. 7, 2018: Albanian students from public universities protested in Elbasan demanding lower tuition fees and improved campus facilities.",0,1567539377,ALB
5933255,8,ALB162,162,12/7/2018,2018,1,Protests,Peaceful protest,Protesters (Albania),Students (Albania),6,,,0,60,Europe,Albania,Korce,Korce,,Korce,40.6186,20.7808,3,AFP,International,"On Dec. 7, 2018: Albanian students from public universities protested in Korce demanding lower tuition fees and improved campus facilities.",0,1567539377,ALB
5933256,8,ALB160,160,12/7/2018,2018,1,Protests,Peaceful protest,Protesters (Albania),Students (Albania),6,,,0,60,Europe,Albania,Durres,Durres,,Durres,41.3231,19.4414,3,AFP,International,"On Dec. 7, 2018: Albanian students from public universities protested in Durres demanding lower tuition fees and improved campus facilities.",0,1567539377,ALB
5968617,8,ALB164,164,12/7/2018,2018,1,Protests,Peaceful protest,Protesters (Albania),Students (Albania),6,,,0,60,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,AFP; Albanian Daily News; AP,National-International,"On Dec. 7, 2018: Thousands of Albanian students rallied in Tirana for a fourth day of protests demanding lower tuition fees and improved campus facilities.",0,1568140254,ALB
5079562,8,ALB155,155,12/6/2018,2018,1,Protests,Peaceful protest,Protesters (Albania),Students (Albania),6,,,0,60,Europe,Albania,Durres,Durres,,Durres,41.3231,19.4414,3,Intellinews,International,"On Dec. 6, 2018: Thousands of students of public universities protested in Durres demanding lower student fees and cancelling the double charge for repeated exams. The Albanian government cancelled the double charge for repeated exams but said it could do nothing about the amount of tuition fees.",0,1553853269,ALB
5079563,8,ALB156,156,12/6/2018,2018,1,Protests,Peaceful protest,Protesters (Albania),Students (Albania),6,,,0,60,Europe,Albania,Elbasan,Elbasan,,Elbasan,41.1125,20.0822,3,Intellinews,International,"On Dec. 6, 2018: Thousands of students of public universities protested in Elbasan demanding lower student fees and cancelling the double charge for repeated exams. The Albanian government cancelled the double charge for repeated exams but said it could do nothing about the amount of tuition fees.",0,1553853269,ALB
5079564,8,ALB157,157,12/6/2018,2018,1,Protests,Peaceful protest,Protesters (Albania),Students (Albania),6,,,0,60,Europe,Albania,Korce,Korce,,Korce,40.6186,20.7808,3,Intellinews,International,"On Dec. 6, 2018: Thousands of students of public universities protested in Korce demanding lower student fees and cancelling the double charge for repeated exams. The Albanian government cancelled the double charge for repeated exams but said it could do nothing about the amount of tuition fees.",0,1553853269,ALB
5079566,8,ALB159,159,12/6/2018,2018,1,Protests,Peaceful protest,Protesters (Albania),,6,,,0,60,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,Albanian Daily News,National,"On Dec. 6, 2018: Residents of the Shkoza neighborhood in Tirana protested, worried that their apartments would be affected by the Big Ring construction project. The protesters blocked a road, which caused traffic problems.",0,1553853269,ALB
5535267,8,ALB158,158,12/6/2018,2018,1,Protests,Peaceful protest,Protesters (Albania),Students (Albania),6,,,0,60,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,Intellinews; Albanian Daily News; AP,National-International,"On Dec. 6, 2018: Thousands of students of public universities in Tirana blocked the Tirana-Durres highway, protesting in front of the Education Ministry. The students demanded lower student fees and cancelling the double charge for repeated exams. The Albanian government cancelled the double charge for repeated exams but said it could do nothing about the amount of tuition fees.",0,1561483030,ALB
5079560,8,ALB153,153,12/5/2018,2018,1,Protests,Peaceful protest,Protesters (Albania),Students (Albania),6,,,0,60,Europe,Albania,Elbasan,Elbasan,,Elbasan,41.1125,20.0822,1,Albanian Daily News,National,"On Dec. 5, 2018: Albanian students from the Aleksander Xhuvani university protested in Elbasan, urging the government to halve tuition fees and take other educational reforms.",0,1553853269,ALB
5535266,8,ALB154,154,12/5/2018,2018,1,Protests,Peaceful protest,Protesters (Albania),Students (Albania),6,,,0,60,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,NOA; Albanian Daily News,National,"On Dec. 5, 2018: Albanian students from public universities protested in Tirana, urging the government to halve tuition fees and take other educational reforms. Students threw eggs, books and pens at the Education Ministry.",0,1561483030,ALB
5079559,8,ALB152,152,12/4/2018,2018,1,Riots,Violent demonstration,Rioters (Albania),,5,,,0,50,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,Albanian Daily News,National,"On Dec. 4, 2018: Residents of the Shkoza neighborhood in Tirana demonstrated, worried that their houses would be affected by the Big Ring construction project. The rioters blocked a road in their neighborhood by setting garbage bins on fire.",0,1553853269,ALB
7459891,8,ALB151,151,12/3/2018,2018,1,Strategic developments,Looting/property destruction,Unidentified Armed Group (Albania),,3,Civilians (Albania),,7,37,Europe,Albania,Vlore,Finiq,,Krane,39.8931,20.0891,1,To Pontiki; Makeleio.gr,Regional,"On Dec.3 2018, in the village of Krane, Albanian nationalists vandalised the monument of Greek minority war hero.",0,1610473456,ALB
5079557,8,ALB150,150,12/2/2018,2018,1,Protests,Peaceful protest,Protesters (Albania),PD: Democratic Party of Albania,6,,,0,60,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,Albanian Daily News,National,"On Dec. 2, 2018: Residents from the Astir neighborhood and members from the Democratic Party in Tirana protested opposing the demolition of their homes as a result of the Big Ring construction project. The demonstrators wore orange vests, similar to the yellow vest protesters in France. Residents asked for proper compensation for their homes, equivalent to their market value.",0,1553853269,ALB
5535264,8,ALB149,149,12/1/2018,2018,1,Protests,Peaceful protest,Protesters (Albania),,6,,,0,60,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,NOA; Albanian Daily News,National,"On Dec. 1, 2018: Citizens protested in front of the Tirana court against the Big Ring construction project, also demanding the release of an arrested demonstrator.",0,1561483030,ALB
5079555,8,ALB148,148,11/30/2018,2018,1,Protests,Peaceful protest,Protesters (Albania),PD: Democratic Party of Albania,6,,,0,60,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,Albanian Daily News,National,"On Nov.30, 2018: Citizens from the Astir neighborhood and members of the Democratic party protested in Tirana against the Big Ring construction project, which would affect their houses and businesses.",0,1553853269,ALB
5535263,8,ALB147,147,11/29/2018,2018,1,Protests,Peaceful protest,Protesters (Albania),,6,,,0,60,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,NOA; Albanian Daily News,National,"On Nov.29, 2018: Citizens from the Astir neighborhood protested in Tirana against the Big Ring construction project and blocked the road.",0,1561483030,ALB
5079553,8,ALB146,146,11/28/2018,2018,1,Protests,Peaceful protest,Protesters (Albania),PD: Democratic Party of Albania,6,,,0,60,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,Albanian Daily News,National,"On Nov.28, 2018: Citizens from the Astir neighborhood and members of the Democratic party protested in Astir against the Big Ring construction project and tried to remove the concrete blockes around the construction.",0,1553853269,ALB
5079552,8,ALB145,145,11/27/2018,2018,1,Protests,Peaceful protest,Protesters (Albania),,6,,,0,60,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,Albanian Daily News,National,"On Nov.27, 2018: Citizens from the Astir neighborhood protested in their neighborhood in Tirana against the Big Ring construction project. They brought chairs and sat in the middle of the road not allowing cars to pass through.",0,1553853269,ALB
5079551,8,ALB144,144,11/26/2018,2018,1,Protests,Peaceful protest,Protesters (Albania),,6,,,0,60,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,Albanian Daily News,National,"On Nov.26, 2018: Citizens from the Astir neighborhood blocked the road and protested against the Big Ring construction project, also demanding to release arrested demonstrators from the previous week's riot.",0,1553853269,ALB
5079550,8,ALB143,143,11/25/2018,2018,1,Protests,Peaceful protest,Protesters (Albania),,6,,,0,60,Europe,Albania,Tirana,Tirana,,Tirana,41.3275,19.8189,1,Albanian Daily News,National,"On Nov. 25, 2018: Citizens from the Astir neighborhood protested in Tirana against the Big Ring construction project.",0,1553853269,ALB
